Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Predicting edge cracking in sheet metal forming: evaluating machine learning models and data transformations,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-025-15721-6,José ContentePedro Prates,2025,https://link.springer.com/article/10.1007/s00170-025-15721-6,Article
Recent Developments in Big Data Warehouses,Data Warehouse Systems,,,,10.1007/978-3-662-65167-4_15,Alejandro VaismanEsteban Zimányi,2022,https://link.springer.com/chapter/10.1007/978-3-662-65167-4_15,Chapter
"<span class=""mathjax-tex"">\(\alpha \)</span>-decay half-life predictions for superheavy elements through machine learning techniques",The European Physical Journal A,,,,10.1140/epja/s10050-025-01494-9,S. Madhumitha ShreeM. Balasubramaniam,2025,https://link.springer.com/article/10.1140/epja/s10050-025-01494-9,Article
Verification of a Failure Management Protocol for Stateful IoT Applications,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-030-58298-2_12,Umar OzeerGwen SalaünLoïc LetondeurFrançois-Gaël OttogalliJean-Marc Vincent,2020,https://link.springer.com/chapter/10.1007/978-3-030-58298-2_12,Conference paper
From enterprise models to low-code applications: mapping DEMO to Mendix; illustrated in the social housing domain,Software and Systems Modeling,,,,10.1007/s10270-024-01156-2,Marien R. KrouwelMartin Op ’t LandHenderik A. Proper,2024,https://link.springer.com/article/10.1007/s10270-024-01156-2,Article
"The European City Networking of the Greek Municipalities, 2007–2020: A Quantitative Approach",City Diplomacy and the Europeanisation of Local Government,,,,10.1007/978-3-031-29500-3_8,Antonios Karvounis,2023,https://link.springer.com/chapter/10.1007/978-3-031-29500-3_8,Chapter
"IDS and IPS in LPWAN (LoRaWAN, Sigfox, and NB-IoT)","Low-Power Wide-Area Networks: Opportunities, Challenges, Risks and Threats",,,,10.1007/978-3-031-32935-7_2,Amar AmouriVishwa Teja AlaparthyIsmail Butun,2023,https://link.springer.com/chapter/10.1007/978-3-031-32935-7_2,Chapter
WOBTree: a write-optimized B+-tree for non-volatile memory,Frontiers of Computer Science,,,,10.1007/s11704-020-0228-1,Haitao WangZhanhuai LiXiao ZhangXiaonan ZhaoSong Jiang,2021,https://link.springer.com/article/10.1007/s11704-020-0228-1,Article
Symbolic Partial-Order Execution for Testing Multi-Threaded Programs,Computer Aided Verification,,,,10.1007/978-3-030-53288-8_18,Daniel SchemmelJulian BüningCésar RodríguezDavid LaprellKlaus Wehrle,2020,https://link.springer.com/chapter/10.1007/978-3-030-53288-8_18,Conference paper
Effective data prediction method for in-memory database applications,The Journal of Supercomputing,,,,10.1007/s11227-019-03050-x,Ji-Tae YunSu-Kyung YoonJeong-Geun KimShin-Dug Kim,2019,https://link.springer.com/article/10.1007/s11227-019-03050-x,Article
A comprehensive survey on record management system using blockchain,Cluster Computing,,,,10.1007/s10586-025-05871-3,Shruti JadonH. S. Manoj KumarBhuvan Vijay KumarShaik Adeeba SaherS. M. ChandanaPrasad B. Honnavalli,2026,https://link.springer.com/article/10.1007/s10586-025-05871-3,Article
Machine Learning Deployment Using Docker,Deploy Machine Learning Models to Production,,,,10.1007/978-1-4842-6546-8_4,Pramod Singh,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6546-8_4,Chapter
Repurposing Open Traffic Data for Estimating the Mobility Performance,Smart Energy for Smart Transport,,,,10.1007/978-3-031-23721-8_45,Špela VerovsekTadeja ZupančičMatevž JuvančičLucija Ažman MomirskiMiha JanežMiha Moškon,2023,https://link.springer.com/chapter/10.1007/978-3-031-23721-8_45,Conference paper
Resource abstraction and data placement for distributed hybrid memory pool,Frontiers of Computer Science,,,,10.1007/s11704-020-9448-7,Tingting ChenHaikun LiuXiaofei LiaoHai Jin,2021,https://link.springer.com/article/10.1007/s11704-020-9448-7,Article
"A Survey of Non-Volatile Main Memory Technologies: State-of-the-Arts, Practices, and Future Directions",Journal of Computer Science and Technology,,,,10.1007/s11390-020-0780-z,Hai-Kun LiuDi ChenHai JinXiao-Fei LiaoBinsheng HeKan HuYu Zhang,2021,https://link.springer.com/article/10.1007/s11390-020-0780-z,Article
Product design lifecycle information model (PDLIM),The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-021-07945-z,Xiaojing NiuMeili WangShengfeng Qin,2021,https://link.springer.com/article/10.1007/s00170-021-07945-z,Article
Flexible Packaging Material—Manufacturing Processes and Its Application,Food Packaging,,,,10.1007/978-981-16-4233-3_2,N. C. SahaAnup K. GhoshMeenakshi GargSusmita Dey Sadhu,2022,https://link.springer.com/chapter/10.1007/978-981-16-4233-3_2,Chapter
Consul HCL,Beginning HCL Programming,,,,10.1007/978-1-4842-6634-2_6,Pierluigi RitiDavid Flynn,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6634-2_6,Chapter
Opportunities and Barriers to Using Big Data Technologies in the Metallurgical Industry,Innovations in Digital Economy,,,,10.1007/978-3-030-84845-3_6,Tatiana VerevkaAndrei MirolyubovJuho Makio,2021,https://link.springer.com/chapter/10.1007/978-3-030-84845-3_6,Conference paper
Fostering Growth and Innovation,The Engineering Leadership Playbook,,,,10.1007/979-8-8688-0140-2_5,Raphael Neves,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0140-2_5,Chapter
Domain-Specific Accelerators,In-/Near-Memory Computing,,,,10.1007/978-3-031-01772-8_6,Daichi FujikiXiaowei WangArun SubramaniyanReetuparna Das,2021,https://link.springer.com/chapter/10.1007/978-3-031-01772-8_6,Chapter
Working with Data,Modern Data Engineering with Apache Spark,,,,10.1007/978-1-4842-7452-1_3,Scott Haines,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7452-1_3,Chapter
Dependability Aspects in Configurable Embedded Operating Systems,Dependable Embedded Systems,,,,10.1007/978-3-030-52017-5_4,Horst SchirmeierChristoph BorchertMartin HoffmannChristian DietrichArthur MartensRüdiger KapitzaDaniel LohmannOlaf Spinczyk,2021,https://link.springer.com/chapter/10.1007/978-3-030-52017-5_4,Chapter
Developing Websites,Practical Rust Web Projects,,,,10.1007/978-1-4842-6589-5_2,Shing Lyu,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6589-5_2,Chapter
Integrated Model-Checking for the Design of Safe and Efficient Distributed Software Commissioning,Integrated Formal Methods,,,,10.1007/978-3-030-34968-4_7,Helene CoullonClaude JardDidier Lime,2019,https://link.springer.com/chapter/10.1007/978-3-030-34968-4_7,Conference paper
Tracking the Centre of Asymmetric Vortices Using Wind Velocity Vector Data Fields,Boundary-Layer Meteorology,,,,10.1007/s10546-022-00739-0,Niall BanniganLeigh OrfEric Savory,2022,https://link.springer.com/article/10.1007/s10546-022-00739-0,Article
Hardware-accelerated inference for real-time gravitational-wave astronomy,Nature Astronomy,,,,10.1038/s41550-022-01651-w,Alec GunnyDylan RankinJeffrey KrupaMuhammed SaleemTri NguyenMichael CoughlinPhilip HarrisErik KatsavounidisSteven TimmBurt Holzman,2022,https://link.springer.com/article/10.1038/s41550-022-01651-w,Article
Design of a Security Service Orchestration Framework for NFV,"Mobile Computing, Applications, and Services",,,,10.1007/978-3-030-64214-3_3,Hu SongQianjun WuYuhang ChenMeiya DongRong Wang,2020,https://link.springer.com/chapter/10.1007/978-3-030-64214-3_3,Conference paper
Container Transports,International Shipping,,,,10.1007/978-3-658-34273-9_4,Ralf Witthohn,2023,https://link.springer.com/chapter/10.1007/978-3-658-34273-9_4,Chapter
Understanding and analysis of B+ trees on NVM towards consistency and efficiency,CCF Transactions on High Performance Computing,,,,10.1007/s42514-020-00022-z,Jiangkun HuYoumin ChenYouyou LuXubin HeJiwu Shu,2020,https://link.springer.com/article/10.1007/s42514-020-00022-z,Article
Design and Verification of Multi-Functional Obstacle Avoidance Sensor for the Tianwen-1 Mars Probe,Space Science Reviews,,,,10.1007/s11214-023-00986-8,Feihu ZhuYunfang ZhangYan ZhengShaogang GuoBaocheng HuaYang LiuFenzhi WuLin LiJianfeng ChenChao DongChenglong ZhangYanxu HuZhe CaoShuai HongXiaolei WangLi Wang,2023,https://link.springer.com/article/10.1007/s11214-023-00986-8,Article
"The European City Networking of the Greek Municipalities, 2007–2020: The Faces of Europeanisation",City Diplomacy and the Europeanisation of Local Government,,,,10.1007/978-3-031-29500-3_9,Antonios Karvounis,2023,https://link.springer.com/chapter/10.1007/978-3-031-29500-3_9,Chapter
HAMR: An AADL Multi-platform Code Generation Toolset,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-030-89159-6_18,John HatcliffJason BeltRobbyTodd Carpenter,2021,https://link.springer.com/chapter/10.1007/978-3-030-89159-6_18,Conference paper
Virtual machines pre-copy live migration cost modeling and prediction: a survey,Distributed and Parallel Databases,,,,10.1007/s10619-021-07387-2,Mohamed Esam ElsaidHazem M. AbbasChristoph Meinel,2021,https://link.springer.com/article/10.1007/s10619-021-07387-2,Article
Semantics-driven extraction of timed automata from Java programs,Empirical Software Engineering,,,,10.1007/s10664-019-09699-5,Giovanni LivaMuhammad Taimoor KhanMartin Pinzger,2019,https://link.springer.com/article/10.1007/s10664-019-09699-5,Article
Deploying Your Rails Applications,Beginning Rails 6,,,,10.1007/978-1-4842-5716-6_18,Brady SomervilleAdam GambleCloves Carneiro Jr.Rida Al Barazi,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5716-6_18,Chapter
A Survey on Routing Protocols for Wireless Sensor Networks,Advances in Information Communication Technology and Computing,,,,10.1007/978-981-15-5421-6_15,Anita ChandelVikram Singh ChouhanSunil Sharma,2021,https://link.springer.com/chapter/10.1007/978-981-15-5421-6_15,Conference paper
Architectures for Machine Learning,Handbook of Computer Architecture,,,,10.1007/978-981-15-6401-7_12-1,Yongkui YangChao ChenZheng Wang,2022,https://link.springer.com/rwe/10.1007/978-981-15-6401-7_12-1,Living reference work entry
Automating Production Environments for Quality,DevSecOps for .NET Core,,,,10.1007/978-1-4842-5850-7_6,Afzaal Ahmad Zeeshan,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5850-7_6,Chapter
Analysis of a novel sustainability framework based on economic and environmental aspects in graphene-based dielectric electric discharge machining,The International Journal of Advanced Manufacturing Technology,,,,10.1007/s00170-021-08548-4,Muhammad HanifLi ZhangWasim Ahmad,2022,https://link.springer.com/article/10.1007/s00170-021-08548-4,Article
Practical Machine-Checked Formalization of Change Impact Analysis,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-030-45237-7_9,Karl PalmskogAhmet CelikMilos Gligoric,2020,https://link.springer.com/chapter/10.1007/978-3-030-45237-7_9,Conference paper
"Monitor, Manage, and Optimize",Mapping Data Flows in Azure Data Factory,,,,10.1007/978-1-4842-8612-8_10,Mark Kromer,2022,https://link.springer.com/chapter/10.1007/978-1-4842-8612-8_10,Chapter
Hydrodynamic Performance Prediction of Stepped Planing Craft Using CFD and ANNs,Journal of Marine Science and Application,,,,10.1007/s11804-020-00182-y,Hamid KazemiM. Mehdi DoustdarAmin NajafiHashem NowruziM. Javad Ameri,2021,https://link.springer.com/article/10.1007/s11804-020-00182-y,Article
Exploring Type-Level Bisimilarity towards More Expressive Multiparty Session Types,Programming Languages and Systems,,,,10.1007/978-3-030-44914-8_10,Sung-Shik JongmansNobuko Yoshida,2020,https://link.springer.com/chapter/10.1007/978-3-030-44914-8_10,Conference paper
Object-Oriented Implementation of&#xa0;Algebraic Multi-grid Solver for Lattice QCD on SIMD Architectures and GPU Clusters,Computational Science and Its Applications – ICCSA 2021,,,,10.1007/978-3-030-86976-2_15,Issaku KanamoriKen-Ichi IshikawaHideo Matsufuru,2021,https://link.springer.com/chapter/10.1007/978-3-030-86976-2_15,Conference paper
AutoBahn: a concurrency control framework for non-volatile file buffer,Cluster Computing,,,,10.1007/s10586-019-02964-8,Hyeongwon JangSang Youp RheeJae Eun KimYoonhee KimHyuck HanSooyong KangHyungsoo Jung,2019,https://link.springer.com/article/10.1007/s10586-019-02964-8,Article
Atomic Population Kinetics,Plasma Atomic Physics,,,,10.1007/978-3-030-05968-2_6,Frank B. RosmejValery A. AstapenkoValery S. Lisitsa,2021,https://link.springer.com/chapter/10.1007/978-3-030-05968-2_6,Chapter
Resource Aware Scheduling for EDA Regression Jobs,Euro-Par 2019: Parallel Processing Workshops,,,,10.1007/978-3-030-48340-1_49,Saurav NandaGanapathy ParthasarathyParivesh ChoudharyArun Venkatachar,2020,https://link.springer.com/chapter/10.1007/978-3-030-48340-1_49,Conference paper
Architecting IoT Cloud,Intelligent Internet of Things,,,,10.1007/978-3-030-30367-9_4,Farshad FirouziBahar Farahani,2020,https://link.springer.com/chapter/10.1007/978-3-030-30367-9_4,Chapter
XUV laser mass spectrometry for nano-scale 3D elemental profiling of functional thin films,Applied Physics A,,,,10.1007/s00339-020-3381-3,D. BleinerM. TrottmannA. Cabas-VidaniA. WichserY. E. RomanyukA. N. Tiwari,2020,https://link.springer.com/article/10.1007/s00339-020-3381-3,Article
Eager Abstraction for Symbolic Model Checking,Computer Aided Verification,,,,10.1007/978-3-319-96145-3_11,Kenneth L. McMillan,2018,https://link.springer.com/chapter/10.1007/978-3-319-96145-3_11,Conference paper
IDS/IPS and Snort/Suricata Rule Writing,Malware Analysis and Detection Engineering,,,,10.1007/978-1-4842-6193-4_23,Abhijit MohantaAnoop Saldanha,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6193-4_23,Chapter
Design for Manufacturing: Process Integration and Photomask Layout,MEMS Product Development,,,,10.1007/978-3-030-61709-7_11,Alissa M. FitzgeraldCarolyn D. WhiteCharles C. Chung,2021,https://link.springer.com/chapter/10.1007/978-3-030-61709-7_11,Chapter
Neighborhood search-based job scheduling for IoT big data real-time processing in distributed edge-cloud computing environment,The Journal of Supercomputing,,,,10.1007/s11227-020-03343-6,Chunlin LiYiHan ZhangYoulong Luo,2020,https://link.springer.com/article/10.1007/s11227-020-03343-6,Article
Design of DRAM-NAND flash hybrid main memory and Q-learning-based prefetching method,The Journal of Supercomputing,,,,10.1007/s11227-018-2421-7,Su-Kyung YoonYoung-Sun YounJeong-Geun KimShin-Dug Kim,2018,https://link.springer.com/article/10.1007/s11227-018-2421-7,Article
Getting Started with Containers on Amazon AWS,Deploy Containers on AWS,,,,10.1007/978-1-4842-5101-0_1,Shimon Ifrah,2019,https://link.springer.com/chapter/10.1007/978-1-4842-5101-0_1,Chapter
Introducing the Cloud Computing Platform,Hardening Azure Applications,,,,10.1007/978-1-4842-4188-2_1,Suren MachirajuSuraj Gaurav,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4188-2_1,Chapter
"WPF Controls, Layouts, Events, and Data Binding",Pro C# 10 with .NET 6,,,,10.1007/978-1-4842-7869-7_26,Andrew TroelsenPhil Japikse,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7869-7_26,Chapter
CANRT: A Client-Active NVM-Based Radix Tree for Fast Remote Access,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-030-60245-1_30,Yaoyao YingKaixin HuangShengan ZhengYaofeng TuLinpeng Huang,2020,https://link.springer.com/chapter/10.1007/978-3-030-60245-1_30,Conference paper
Large-scale graph processing systems: a survey,Frontiers of Information Technology & Electronic Engineering,,,,10.1631/FITEE.1900127,Ning LiuDong-sheng LiYi-ming ZhangXiong-lve Li,2020,https://link.springer.com/article/10.1631/FITEE.1900127,Article
"Gravity, Gradiometry",Encyclopedia of Solid Earth Geophysics,,,,10.1007/978-3-030-58631-7_80,Christopher Jekeli,2021,https://link.springer.com/rwe/10.1007/978-3-030-58631-7_80,Reference work entry
Container Infrastructure Monitoring,Monitoring Microservices and Containerized Applications,,,,10.1007/978-1-4842-6216-0_4,Navin SabharwalPiyush Pandey,2020,https://link.springer.com/chapter/10.1007/978-1-4842-6216-0_4,Chapter
Assessment of the spatio-temporal variability of the added value on precipitation of convection-permitting simulation over the Iberian Peninsula using the RegIPSL regional earth system model,Climate Dynamics,,,,10.1007/s00382-022-06138-y,Namendra Kumar ShahiJan Polcher‬Sophie BastinRomain PennelLluís Fita,2022,https://link.springer.com/article/10.1007/s00382-022-06138-y,Article
Cost-aware horizontal scaling of NoSQL databases using probabilistic model checking,Cluster Computing,,,,10.1007/s10586-017-0816-5,Athanasios NaskosAnastasios GounarisPanagiotis Katsaros,2017,https://link.springer.com/article/10.1007/s10586-017-0816-5,Article
The Processing-in-Memory Paradigm: Mechanisms to Enable Adoption,Beyond-CMOS Technologies for Next Generation Computer Design,,,,10.1007/978-3-319-90385-9_5,Saugata GhoseKevin HsiehAmirali BoroumandRachata AusavarungnirunOnur Mutlu,2019,https://link.springer.com/chapter/10.1007/978-3-319-90385-9_5,Chapter
